,link,image,addr,zip,redfin_price,sold_price,Beds,Bath,SqFt,YearBuilt,SoldTime,Disc,Stories,Style,Community,County,LotSize,ElemSchool,MidSchool,HighSchool,Walk,Transit,Bike
1073,26511287,/4360202222fda4d4d0cc6aab4ccc74ce_genMid.17262063_0.jpg,3237 NE 49th Ave,97213,979119,1025000,5,3,2991,1928,SOLD 2/28/18,"Luxurious Reilly Signature Home in Prime Beaumont location. This Premier home features generous room sizes, new oak hardwood floors on two levels, formal living room w/original fireplace & built-ins. Rare main floor bedroom (or office) next to full bathroom. Amazing kitchen with island, high end SS appliances & soft close cupboards and drawers. Beautiful master suite w/walk-in closet & en suite w/marble tile floor & glass encased shower",3.0,"English, 2 Story",BEAUMONT,Multnomah,"5,000 Sq. Ft.",8,5,7,75,45,96
1076,26617098,/da38734466066f1510e892915ea79a1a_genMid.17175728_1.jpg,340 NE 61st Ave,97213,671358,560000,4,3,2979,1911,SOLD 2/23/18,"Gorgeously updated one of kind classic NE Old Portland Style homelocated in the highly desirable neighborhood.This easy living open floor plan home offers gleaming hardwood floors,high picture frame ceilings,classic window & door casings,master suite,beautiful formal living & dining rooms,big family rm & sun rm,newer windows & furnace  & landscaped yard.Conveniently located to shops,schools. Separate entrance for possible ADU unit.",3.0,Old Portland,MT TABOR/MONTIVILLA,Multnomah,"6,682 Sq. Ft.",8,7,8,75,70,73
1088,26666734,/8fb2a39d523ebdf84c406b49dc681c41_genMid.17640192_1.jpg,6153 NE Hoyt St,97213,360027,353000,2,1,1210,1912,SOLD 12/08/17,"Fully renovated North Tabor home in a great location. Easy access to I-84 & minutes to shopping, restaurants/bars, & coffee shops. New windows, roof, electrical, plumbing, gas furnace, flooring, plus much more. Kitchen has a gas range, all new custom cabinets w/quartz countertops w/ 3 seat eating bar. Laundry is on main floor. Full unfinished basement is clean/dry for great storage. 1 yr home warranty included. All appliances included.",2.0,"Bungalow, 2 Story",Portland Northeast,Multnomah,"2,500 Sq. Ft.",8,7,8,74,70,73
1102,25809153,/c8a2b105365e93cb93205885834180b0_genMid.18486225_0.jpg,6124 NE Vera St,97213,380073,370000,2,1,1176,1925,SOLD 10/24/18,"Charming light-filled oasis in the city. Private, fenced front yard perfect for relaxing or gardening on unique corner lot. Enjoy easy accessibility with cafes, brewpubs, grocery, and the MAX nearby! Inside features hardwood floors, a bright kitchen with eat-in bar, newer appliances, and dining nook. Convenient utility room in the partially finished basement, and ample parking out back. Wonderfully cozy home in a lovely area. [Home Energy Score = 8. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10046608-20180828]",2.0,"Bungalow, Cottage",NORTH TABOR,Multnomah,"3,802 Sq. Ft.",8,7,8,74,70,87
1103,26396778,/703b512fac4338201ac6b373f8db3925_genMid.18270481_0.jpg,3002 NE 44th Ave,97213,952795,915000,4,3.5,2681,1912,SOLD 10/19/18,"NEW PRICE!! Lovingly restored craftsman bungalow w/thoughtful updates & designer finishes,Anne Sacks tile & Herman Miller lighting. Stunning kitchen w/custom cabinets,carrera marble counters & backsplash.Main floor has flexible layout w/beautiful sun porch, office and breakfast nook, formal living with gas fireplace and formal dining with built-ins. Upper level has 3 beds, 2 full baths and laundry. Fully finished basement w/wool carpet. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10012792-20180727]",2.0,"Bungalow, Craftsman",Portland Northeast,Multnomah,"5,000 Sq. Ft.",8,5,7,79,45,90
1104,26400195,/68f086ab024032a063471df3d62e9c0d_genMid.18168318_0.jpg,5540 NE Davis St,97213,798266,811000,5,3,3101,1951,SOLD 10/19/18,"Professionally designed & flawlessly executed. Instantly feel at home in this one of a kind masterpiece. From the open floor plan to the wall of windows bringing nature into your gourmet kitchen & living room. Master bedroom featuring a spa like master bath & private balcony. 4 additional large additional bedrooms, bonus room, laundry on the second floor, generous storage, and a large fenced yard tops off this perfect home!",2.0,NW Contemporary,Portland Northeast,Multnomah,"5,000 Sq. Ft.",8,7,8,76,69,91
1127,26400149,/a6724027a38ee645382b7f7ca7b4e317_genMid.18427172_1.jpg,4625 NE Beech St,97213,470330,460000,3,1,2347,1947,SOLD 8/30/18,"ONE OWNER home on one of those coveted extra deep Alameda school lots (136' deep). Solid 1947 construction w/ great floor plan. Fave location convenient to Fremont fun (Pips, Grand Central, bars, coffee, restaurants) but removed enough to be relaxing! Airport, Downtown, Bike Lanes, Groceries -- all SO accessible. This truly is a PDX Perfect location. This house just feels good. You can feel the love! Make it yours!",3.0,English,Beaumont/Alameda,Multnomah,"6,800 Sq. Ft.",8,5,7,76,42,94
1128,26328056,/4020676f2ba06b9308a1b7099537b6ab_genMid.18685054_0.jpg,2943 NE 52nd Ave,97213,666307,653800,3,2,3171,1922,SOLD 8/28/18,"Make this Classic 1922 Old Portland Craftsman home.  Centrally located, easily walk to shops on Fremont or Sandy.  Home boasts master on main option, high ceilings, windows galore, hardwoods, period built-ins, formal dining room, designer kitchen, seismic upgrades, & a bike score of 81!  The fenced, low-maintenance patio is ideal for entertaining. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260587-20180414.pdf]",2.0,"Old Portland, Craftsman",Territorial,Portland Northeast,"5,000 Sq. Ft.",8,5,7,66,45,95
1129,113643005,/04ee38cedeb12b85a1559c94c623b941_genMid.18426966_1.jpg,3591 NE 44th Ave,97213,564907,570000,3,2.5,1665,2018,SOLD 8/27/18,"Beautiful New Craftsman Home in Beaumont Village! Certified Earth Advantage home features all of the modern conveniences. Custom built-ins, wainscoting, slab quartz counter tops, and stainless appliances. Open, sunny great room with a fireplace. Sustainable, energy efficient, and quality craftsmanship built to perfection. Great schools and location! Walk to nice parks, restaurants, and shops in Beaumont Village!",2.0,Craftsman,Territorial,BEAUMONT - WILSHIRE,"2,338 Sq. Ft.",8,5,7,80,43,97
1136,26500717,/c0ed371e197b44754e7cebb0e3b96778_genMid.18567576_1.jpg,2826 NE 54th Ave,97213,643180,450000,2,2.5,2868,1909,SOLD 8/17/18,"Classic Bungalow in Alameda. Natural woodwork. Hardwood floors. Large entry. Crown moldings. Living rm w/fireplace, window bench seat. Formal dining rm w/box beams, built-in hutch w/leaded glass. Master suite w/bath, sitting rm, office. 2nd bedroom w/large bonus rm. Remodeled kitchen, custom cabinets. Laundry on main. Mudroom. Basement: 1/2 bath, bonus rm, storage. Seismic updates. Roof and exterior paint 2017. Double garage. A must see [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/pdf/R259824-20180312.pdf]",3.0,Bungalow,Alameda,Multnomah,"5,000 Sq. Ft.",8,5,7,66,49,93
1147,26503941,/43a4f6bdbc092a9e18501473d462af10_genMid.18158785_4.jpg,3106 NE 45th Ave,97213,744638,742675,4,3,2868,1922,SOLD 8/01/18,"Location + period updates!Completely rejuvenated bungalow in prime Beaumont.  Upgraded plumbing, elect, seismic anchor.Gourmet kitchen with eat-in nook, h/e appliances, granite cntrs.  Upstairs master BR with large bath. 3 bathrooms with exquisite subway/hex tile.  Superbly finished lower level offers home office, wet-bar, yoga/music room, 4th BR. Dazzling gardens & fenced yard.  Many more features in this urban oasis.",3.0,Bungalow,Territorial,BEAUMONT / WILSHIRE,"5,000 Sq. Ft.",8,5,7,78,44,97
1153,26518280,/561c42ee9d888b2e19383de5b3ccc669_genMid.18260026_0.jpg,3326 NE 53rd Ave,97213,476885,502000,3,1,1634,1927,SOLD 7/19/18,"Charming immaculate Cottage in the heart of Beaumont. Grant School district. Large private back yard, gleaming hardwood floors, all double hung window sashes free and functioning. Detached garage. Recent upgrades. This gem is ready to move in. [Home Energy Score = 2. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260287-20180601.pdf]",2.0,Bungalow,Portland Northeast,Multnomah,"5,000 Sq. Ft.",8,5,7,68,44,87
1163,26603755,/e5ddeb7d7a1f7c9360fb861fe93e3107_genMid.18027121_0.jpg,3122 NE 47th Ave,97213,908593,889950,5,5,4018,1917,SOLD 6/25/18,"Beaumont/Rose City Park's grand dame!  This home has amazing bones, incredible period details & architectural features unmatched in homes of similar scale in Northeast.  An amazing main floor W/ almost 1700 SQFT, features an open kitchen/dining/living room coupled with a main floor suite and second full bath.  The upstairs is home to a rare 4 bed / 3 full bath layout + sitting room!  Oversized lot, two blocks to shops! Alameda schools! [Home Energy Score = 2. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260783-20180418.pdf]",3.0,Mediterranean,ROSE CITY PARK,Multnomah,"6,000 Sq. Ft.",8,5,7,76,45,83
1173,26477510,/ab74dc5bceae42e06f1e136f529d69db_genMid.18488266_0.jpg,3435 NE 52nd Ave,97213,432729,425000,3,1,1684,1926,SOLD 6/13/18,"Price reduced on this adorable Rose City Park Bungalow! Fantastic walkable neighborhood, steps to Fremont & all the shops & restaurants. This 3 bd/1bth cutie is a perfect starter complete w/cozy wood burning fireplace. Nice sized master on main + 2 bedrooms upstairs.Kitchen's equipped w/new ss appliances, k-nook overlooks newly landscaped, fenced b-yard.Refurbished out bldg for added storage. Call for a complete list of major updates! [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260872-20180215.pdf]",2.0,"Bungalow, 2 Story",Portland Northeast,Multnomah,"4,000 Sq. Ft.",8,5,7,67,44,93
1177,26471228,/2fc8e289d1b9b440c37070ddbd0edd23_genMid.18196473_0.jpg,2934 NE 53rd Ave,97213,560857,555000,3,2,2108,1927,SOLD 6/08/18,"Classic Rose City / Beaumont Bungalow.  Outstanding location...outstanding neighborhood. Features include: hardwoods, formal entry w/ hex-tile, gas fireplace, spacious kitchen w/ wood floors, gas cooking, stainless appls & built-in oven. Master bedroom with walk-in closet. Finished basement w/ bonus room and den/office. Large decking, expansive patio. Newer: gas furnace, sewer line, water main. Central AC. Shed and killer garage!",3.0,Bungalow,Beaumont / Rose City,Multnomah,"5,000 Sq. Ft.",8,5,7,65,45,94
1179,26421077,/711287b1dac79387ed9736c067689372_genMid.18450847_0.jpg,3205 NE 55th Ave,97213,593286,586000,3,2,2444,1930,SOLD 5/31/18,Light + bright with coved ceilings +  refinished hardwood floors + huge upstairs master bedroom w/bath just waiting for your ideas! French doors from Dining room lead to big beautiful back yard + huge newer double car garage...ADU? NEW high efficiency furnace + ac+ water heater + newer roof + updated plumb and electric + new windows +  So many improvements! Beaumont Village food and drink right outside your door! Offers due 5/1 @5 [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260202-20180424.pdf],3.0,English,ALAMEDA / BEAUMONT,Multnomah,"5,000 Sq. Ft.",8,5,7,62,44,90
1184,49682327,/49d5ae2ed587e566a18efa01b7cbb98e_genMid.18064500_0.jpg,3404 NE 56th Ave,97213,765247,790000,4,2.5,2598,2013,SOLD 5/23/18,"Enjoy living The Portland Life in this like-new craftsman home in Rose City Park. From the charming covered front porch to the open-concept floorplan, this home is all about comfort. The kitchen features gorgeous slab granite, butler's pantry, and center island with seating. Large master suite with walk in closet. Private, landscaped yard, 1 car detached garage, and plenty of off street parking in the driveway.",2.0,"2 Story, Craftsman",Rose City Park,Multnomah,"5,000 Sq. Ft.",8,5,7,64,44,87
1187,25758968,/b336bbd9fc7e3251833774dd4b8d9954_genMid.18605010_0.jpg,2845 NE 49th Ave,97213,627971,640000,3,2,2006,1922,BOUGHT WITH REDFIN 5/18/18,"Fantastic home in the heart of Beaumont.Walk to shops, restaurants,schools & parks or enjoy this much coveted neighborhood from the front porch.Home boasts many upgrades including new roof,insulation and high quality new windows to name a few.Wood floors,fireplace,2 bedrooms on the main and a master bedroom upstairs with skylights and bathroom!Updated kitchen opens to a fully fenced backyard.Energy score 7 out of 10!!",3.0,"Bungalow, Craftsman",Beaumont,Multnomah,2,8,5,7,74,56,79
1192,25757927,/f847451c8c9becf6ab9d4310c499522c_genMid.18289297_1.jpg,3627 NE 44th Ave,97213,847320,865000,4,2.5,2753,2015,BOUGHT WITH REDFIN 5/04/18,"A MODERN TAKE ON A TRADITIONAL CRAFTSMAN.OPEN ,LIGHT & BRIGHT W/THE MOST SOUGHT AFTER FLOOR PLAN LENDS ITSELF TO THE UTMOST ENTERTAINER.ALL BEDS UP PLUS A DEN IS A BLESSING IN TODAY'S MARKET.CUSTOM PLANTATION SHUTTERS BLEND SEAMLESSLY W THE SOPHISTICATED FINISHES & PERFECT LAYOUT IN THIS BEAUMONT/WILSHIRE TREASURE. [Home Energy Score = 10. HES Report at https://api.greenbuildingregistry.com/report/pdf/R262199-20180319.pdf]",2.0,Craftsman,BEAUMONT/WILSHIRE,Multnomah,"4,900 Sq. Ft.",8,5,7,80,43,97
1195,26593481,/af505c030583153d43e7f4d5d1ea0ec0_genMid.18628115_1.jpg,3204 NE 46th Ave,97213,639208,672500,3,2,2455,1924,SOLD 5/04/18,"This one is BEAUTIFUL! Charming Alameda Craftsman that has been dialed! New int/ext paint, all new electric & plumbing, new water heater, new fireplace tile & hearth, most windows are NEW and all new window coverings. GORGEOUS new gourmet kitchen with silestone counters, gas S/S appliances, fresh cabinetry, flooring & lighting! Bedrooms have fir floors & high ceilings. Wonderful backyard for entertaining! [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260766-20180308.pdf]",3.0,"Bungalow, Craftsman",Territorial,Beaumont Village,"5,000 Sq. Ft.",8,5,7,78,44,97
1197,26550575,/731b43e427eb79ad23513654336264eb_genMid.18225490_0.jpg,3204 NE 49th Ave,97213,559184,750000,3,2,2100,1922,SOLD 5/01/18,"Multiple offers, You will fall in love with this rare bungalow featuring 3 bed & 2 bath all on the main. 1920s charm paired with the luxury of today's amenities; remodeled kitchen , oversized master suite & walk-in closet, dbl pane wood windows, insulated ext walls, hi-eff. furnace, & potential recording studio or to add ADU. 2 blocks to Fremont for great eats & boutiques. appraisers see private for sale details. [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260825-20180320.pdf]",1.0,Bungalow,Portland Northeast,Multnomah,"5,000 Sq. Ft.",8,5,7,75,45,96
1202,26537456,/da0593cd59917d76c4a3332d1cf81023_genMid.18158427_5.jpg,3005 NE 55th Ave,97213,661666,690000,4,2,2946,1911,SOLD 4/19/18,"Fully restored & updated 1911 CRAFTSMAN BUNGALOW,in sought after neighborhood.Easy walking to  eateries, brew pubs, theaters, shopping, & parks in Beaumont, Hollywood & Fremont. Originals, hdwds,custom kitchen, new siding 2017,replaced sewer & plumbing 2008, Marvin Integrity Argon-E windows,50 yr. architectural alum roof, easy care landscaping w/auto in-gr. sprinklers, multi-zoned heat & A/C. [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/pdf/R259897-20180206.pdf]",3.0,Bungalow,BEAUMONT/ROSE CITY,Multnomah,"5,000 Sq. Ft.",8,5,7,64,45,93
1204,25821963,/71aad06f79d1c7b1bf657feff870ea64_genMid.18391865_0.jpg,4832 NE Fremont St,97213,593430,615000,3,2,2027,1926,SOLD 4/15/18,"Captivating English cottage located in the heart of one of Portland's most beloved neighborhoods. This remodeled gem boasts beautiful arched windows, granite countertops, tile accents, hardwood floors, fireplace, and a custom light fixtures.  Built-in storage abounds, two bonus rooms, large master suite with full bath, and a fenced in patio designed for entertaining. [Home Energy Score = 3. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260924-20180129.pdf]",3.0,"Cottage, English",ROSE CITY PARK,Multnomah,"3,800 Sq. Ft.",8,5,7,74,44,94
1208,26421181,/dd970a8161e53eb106eae203240bb65a_genMid.18523462_0.jpg,3425 NE 56th Ave,97213,531189,360000,3,1.5,2119,1928,SOLD 3/27/18,"Fantastic opportunity in Rose City Park! Over 2,000 sf! Bedroom & Bonus up, large living room with fireplace and built ins. Formal dining room, spacious kitchen with breakfast nook. Partially finished basement with family room and shop area. Enclosed sun porch and detached garage. Location, location, location! [Home Energy Score = 2. HES Report at https://api.greenbuildingregistry.com/report/pdf/R260311-20180323.pdf]",2.0,Bungalow,ROSE CITY PARK,Multnomah,"5,000 Sq. Ft.",8,5,7,64,44,87
